#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::Pver_Sc0000319_size327920:33564-37003	85	0.30976	9.55841064453	1	0.0646577	noncoding
transcript::Pver_Sc0000319_size327920:249404-251491	66	0.34514	9.12786865234	1	0.040136	noncoding
transcript::Pver_Sc0000319_size327920:286409-287169	36	0.31352	10.0606079102	1	0.0146107	noncoding
transcript::Pver_Sc0000319_size327920:298220-299593	78	0.34527	9.49700927734	1	0.068187	noncoding
transcript::Pver_Sc0000319_size327920:314366-314825	53	0.37713	8.99053955078	1	0.0285714	noncoding
transcript::Pver_Sc0000320_size327118:219828-220318	63	0.43254	9.81744384766	1	0.103846	noncoding
transcript::Pver_Sc0000320_size327118:219828-220318	63	0.43254	9.81744384766	1	0.103846	noncoding
transcript::Pver_Sc0000320_size327118:167541-167861	21	0.4347	10.0004272461	1	0.0135899	noncoding
transcript::Pver_Sc0000320_size327118:191735-192079	54	0.44261	9.23687744141	1	0.0665603	noncoding
transcript::Pver_Sc0000321_size326723:99875-103326	93	0.32236	11.5545043945	1	0.0825664	noncoding
transcript::Pver_Sc0000321_size326723:253780-255904	68	0.40036	8.93121337891	1	0.0742993	noncoding
transcript::Pver_Sc0000321_size326723:109591-110113	31	0.37752	5.42608642578	1	0.00940693	noncoding
transcript::Pver_Sc0000321_size326723:237975-240649	93	0.33278	5.17047119141	1	0.226528	noncoding
transcript::Pver_Sc0000321_size326723:237975-240649	93	0.33278	5.17047119141	1	0.226528	noncoding
transcript::Pver_Sc0000321_size326723:203189-205251	102	0.36388	9.50482177734	1	0.208543	noncoding
transcript::Pver_Sc0000323_size287588:240300-240819	14	0.36591	10.1763305664	1	0.00667296	noncoding
transcript::Pver_Sc0000323_size287588:205875-209357	73	0.29543	10.4224243164	1	0.0458919	noncoding
transcript::Pver_Sc0000323_size287588:205875-209357	73	0.29543	10.4224243164	1	0.0458919	noncoding
transcript::Pver_Sc0000323_size287588:205875-215556	113	0.29928	10.0232543945	1	0.134111	noncoding
transcript::Pver_Sc0000323_size287588:205875-215556	113	0.29928	10.0232543945	1	0.134111	noncoding
transcript::Pver_Sc0000324_size309565:128372-129401	64	0.35144	5.97247314453	1	0.0433079	noncoding
transcript::Pver_Sc0000324_size309565:145376-149248	80	0.26283	6.01055908203	1	0.104309	noncoding
transcript::Pver_Sc0000324_size309565:145462-149248	80	0.26283	6.01055908203	1	0.104309	noncoding
transcript::Pver_Sc0000324_size309565:145462-149248	80	0.26283	6.01055908203	1	0.104309	noncoding
transcript::Pver_Sc0000324_size309565:892-2732	40	0.3268	9.92657470703	1	0.0160985	noncoding
transcript::Pver_Sc0000324_size309565:127703-130109	99	0.29508	4.85784912109	1	0.309198	noncoding
transcript::Pver_Sc0000324_size309565:127703-130109	99	0.29508	4.85784912109	1	0.309198	noncoding
transcript::Pver_Sc0000324_size309565:128070-130109	64	0.29784	5.97247314453	1	0.0383809	noncoding
transcript::Pver_Sc0000324_size309565:175701-182146	66	0.32465	11.2172241211	1	0.04341	noncoding
transcript::Pver_Sc0000324_size309565:37680-38217	23	0.33547	10.1388549805	1	0.00935384	noncoding
transcript::Pver_Sc0000324_size309565:86261-86472	10	0.46279	9.69708251953	1	0.00964183	noncoding
transcript::Pver_Sc0000324_size309565:87034-87331	35	0.41112	6.82379150391	1	0.0112575	noncoding
transcript::Pver_Sc0000324_size309565:143965-144575	48	0.30013	5.81573486328	1	0.0188226	noncoding
transcript::Pver_Sc0000324_size309565:176977-177720	29	0.35641	9.69073486328	1	0.0103886	noncoding
transcript::Pver_Sc0000325_size310208:83305-84000	32	0.40887	10.1874389648	1	0.0188339	noncoding
transcript::Pver_Sc0000325_size310208:101382-102848	100	0.39723	9.00421142578	1	0.291303	noncoding
transcript::Pver_Sc0000325_size310208:104923-105487	75	0.37421	9.07794189453	1	0.0777801	noncoding
transcript::Pver_Sc0000325_size310208:104923-105487	75	0.37421	9.07794189453	1	0.0777801	noncoding
transcript::Pver_Sc0000325_size310208:126396-127976	56	0.2727	6.51373291016	1	0.0281329	noncoding
transcript::Pver_Sc0000325_size310208:159580-160650	33	0.42595	9.03558349609	1	0.0164897	noncoding
transcript::Pver_Sc0000325_size310208:160718-161933	46	0.29813	10.5733032227	1	0.0230741	noncoding
transcript::Pver_Sc0000325_size310208:171166-175028	121	0.30681	10.0116577148	1	0.179663	noncoding
transcript::Pver_Sc0000325_size310208:255809-257067	37	0.32237	7.69915771484	1	0.00829218	noncoding
transcript::Pver_Sc0000325_size310208:259492-262199	69	0.27552	7.74005126953	1	0.0340296	noncoding
transcript::Pver_Sc0000325_size310208:291733-295913	86	0.2886	9.39324951172	1	0.0585028	noncoding
transcript::Pver_Sc0000325_size310208:106349-108463	102	0.30788	5.44818115234	1	0.258004	noncoding
transcript::Pver_Sc0000326_size321962:253094-254695	53	0.35567	8.77069091797	1	0.0231317	noncoding
transcript::Pver_Sc0000326_size321962:253670-254695	53	0.34457	8.77069091797	1	0.0215627	noncoding
transcript::Pver_Sc0000326_size321962:264800-267549	102	0.32389	9.27618408203	1	0.128518	noncoding
transcript::Pver_Sc0000326_size321962:235496-237037	61	0.31743	4.45123291016	1	0.0652686	noncoding
transcript::Pver_Sc0000326_size321962:319946-321385	55	0.31463	10.1952514648	1	0.0277152	noncoding
transcript::Pver_Sc0000326_size321962:79958-80612	22	0.36789	9.50006103516	1	0.00740736	noncoding
transcript::Pver_Sc0000327_size321448:56371-56869	165	0.42527	8.42718505859	-1	0.153162	noncoding
transcript::Pver_Sc0000327_size321448:144879-148493	108	0.32355	6.81072998047	1	0.214537	noncoding
transcript::Pver_Sc0000327_size321448:168863-170341	100	0.29367	9.35833740234	1	0.0906955	noncoding
transcript::Pver_Sc0000327_size321448:195842-197254	57	0.27517	4.57196044922	-1	0.0759164	noncoding
transcript::Pver_Sc0000327_size321448:172101-172402	43	0.39401	9.62847900391	1	0.023931	noncoding
transcript::Pver_Sc0000327_size321448:172696-173384	67	0.37279	9.25054931641	1	0.0548969	noncoding
transcript::Pver_Sc0000327_size321448:175632-176354	36	0.27842	9.69403076172	1	0.015241	noncoding
transcript::Pver_Sc0000327_size321448:181494-181777	28	0.39012	6.49835205078	-1	0.0198159	noncoding
transcript::Pver_Sc0000327_size321448:193646-194351	141	0.44821	9.60150146484	-1	0.176292	noncoding
transcript::Pver_Sc0000327_size321448:220268-220585	67	0.42637	9.99395751953	-1	0.105275	noncoding
transcript::Pver_Sc0000327_size321448:279629-280082	42	0.3865	9.92547607422	1	0.0231033	noncoding
transcript::Pver_Sc0000328_size320945:89329-95939	66	0.25541	4.81976318359	1	0.157415	noncoding
transcript::Pver_Sc0000328_size320945:319330-320549	57	0.30509	7.87530517578	1	0.0199133	noncoding
transcript::Pver_Sc0000328_size320945:56197-56888	193	0.45688	5.06378173828	-1	0.270301	noncoding
transcript::Pver_Sc0000328_size320945:303834-305577	110	0.35757	10.7869262695	1	0.229543	noncoding
transcript::Pver_Sc0000329_size305351:96840-97727	51	0.40381	8.65643310547	1	0.0310584	noncoding
transcript::Pver_Sc0000329_size305351:145172-145800	81	0.41617	11.2518920898	-1	0.174753	noncoding
transcript::Pver_Sc0000329_size305351:145172-145829	91	0.36581	9.96856689453	-1	0.146034	noncoding
transcript::Pver_Sc0000329_size305351:305070-305342	28	0.31757	4.86773681641	1	0.00869241	noncoding
transcript::Pver_Sc0000330_size319673:208251-209120	47	0.35614	11.7339477539	1	0.0262788	noncoding
transcript::Pver_Sc0000330_size319673:208251-209120	47	0.35614	11.7339477539	1	0.0262788	noncoding
transcript::Pver_Sc0000330_size319673:313446-318511	97	0.34295	9.86785888672	1	0.135545	noncoding
transcript::Pver_Sc0000330_size319673:318649-319054	37	0.32809	7.97650146484	1	0.0086288	noncoding
transcript::Pver_Sc0000330_size319673:189082-190544	54	0.35123	4.72344970703	1	0.0423332	noncoding
transcript::Pver_Sc0000331_size318692:24-2144	69	0.35068	5.98443603516	1	0.0561699	noncoding
transcript::Pver_Sc0000331_size318692:24-4787	69	0.28502	5.98443603516	1	0.0521576	noncoding
transcript::Pver_Sc0000331_size318692:2279-5442	90	0.30679	8.54180908203	1	0.0721753	noncoding
transcript::Pver_Sc0000331_size318692:55351-58019	66	0.29428	10.4700317383	1	0.0384067	noncoding
transcript::Pver_Sc0000331_size318692:88103-89046	42	0.39485	9.90155029297	1	0.0246472	noncoding
transcript::Pver_Sc0000331_size318692:93152-102015	111	0.30665	9.75665283203	1	0.139014	noncoding
transcript::Pver_Sc0000331_size318692:184-2023	69	0.35316	5.98443603516	1	0.057357	noncoding
transcript::Pver_Sc0000331_size318692:9147-11217	66	0.30621	9.16766357422	1	0.0321422	noncoding
transcript::Pver_Sc0000331_size318692:313876-315001	38	0.33465	7.85797119141	1	0.00894521	noncoding
transcript::Pver_Sc0000331_size318692:240333-240572	5	0.44688	5.27276611328	1	0.00281564	noncoding
transcript::Pver_Sc0000332_size318459:96055-101165	58	0.29585	10.0243530273	1	0.0286549	noncoding
transcript::Pver_Sc0000332_size318459:96055-101165	58	0.29585	10.0243530273	1	0.0286549	noncoding
transcript::Pver_Sc0000332_size318459:97665-101165	58	0.30426	10.0243530273	1	0.0288238	noncoding
transcript::Pver_Sc0000333_size309630:11220-15422	86	0.25074	10.120300293	1	0.0645552	noncoding
transcript::Pver_Sc0000333_size309630:11220-15422	86	0.25074	10.120300293	1	0.0645552	noncoding
transcript::Pver_Sc0000333_size309630:33610-36275	71	0.31596	7.62042236328	1	0.0367891	noncoding
transcript::Pver_Sc0000333_size309630:66623-67827	77	0.40494	7.96551513672	1	0.112334	noncoding
transcript::Pver_Sc0000333_size309630:116247-117677	20	0.28674	10.0326538086	1	0.0103285	noncoding
transcript::Pver_Sc0000333_size309630:121006-121536	59	0.30627	6.51055908203	1	0.0249051	noncoding
transcript::Pver_Sc0000333_size309630:189797-191847	70	0.3237	10.2200317383	1	0.0466901	noncoding
transcript::Pver_Sc0000333_size309630:197512-202741	64	0.31369	7.66497802734	1	0.0269726	noncoding
transcript::Pver_Sc0000333_size309630:197512-202741	64	0.31369	7.66497802734	1	0.0269726	noncoding
transcript::Pver_Sc0000333_size309630:197512-204623	64	0.31369	7.66497802734	1	0.0269726	noncoding
transcript::Pver_Sc0000333_size309630:197512-204623	64	0.31369	7.66497802734	1	0.0269726	noncoding
transcript::Pver_Sc0000333_size309630:200986-204623	64	0.32546	7.66497802734	1	0.0281916	noncoding
transcript::Pver_Sc0000333_size309630:247458-251634	146	0.35339	8.74676513672	1	0.6303	coding
transcript::Pver_Sc0000333_size309630:4-1277	40	0.3807	8.70953369141	1	0.0145907	noncoding
transcript::Pver_Sc0000333_size309630:106468-114830	127	0.28302	3.18243408203	1	0.907992	coding
transcript::Pver_Sc0000333_size309630:106468-116149	127	0.28302	3.18243408203	1	0.907992	coding
transcript::Pver_Sc0000333_size309630:108350-113783	127	0.28302	3.18243408203	1	0.907992	coding
transcript::Pver_Sc0000333_size309630:110316-114830	127	0.30897	3.18243408203	1	0.893214	coding
transcript::Pver_Sc0000333_size309630:117919-123833	65	0.28479	5.99346923828	1	0.0437269	noncoding
transcript::Pver_Sc0000333_size309630:117919-124183	94	0.28479	10.3298950195	1	0.0743781	noncoding
transcript::Pver_Sc0000333_size309630:118311-119147	17	0.37531	8.49639892578	1	0.00418059	noncoding
transcript::Pver_Sc0000333_size309630:120911-121451	59	0.29309	6.51055908203	1	0.0262096	noncoding
transcript::Pver_Sc0000333_size309630:244596-247027	86	0.29904	10.007019043	1	0.0640667	noncoding
transcript::Pver_Sc0000333_size309630:55982-56302	102	0.43553	4.65716552734	-1	0.0598721	noncoding
transcript::Pver_Sc0000333_size309630:183821-185370	56	0.32948	7.69927978516	1	0.0199676	noncoding
transcript::Pver_Sc0000333_size309630:252073-254121	49	0.32247	11.0003051758	1	0.0264824	noncoding
transcript::Pver_Sc0000333_size309630:307244-309630	106	0.3628	11.5679321289	1	0.18053	noncoding
transcript::Pver_Sc0000334_size309671:99379-103556	97	0.28731	9.40167236328	1	0.0798993	noncoding
transcript::Pver_Sc0000334_size309671:134400-138273	121	0.31851	5.29754638672	1	0.528989	coding
transcript::Pver_Sc0000334_size309671:134400-138273	121	0.31851	5.29754638672	1	0.528989	coding
transcript::Pver_Sc0000334_size309671:134430-150411	149	0.2921	9.59967041016	1	0.30842	noncoding
transcript::Pver_Sc0000334_size309671:159528-161632	82	0.27536	9.85272216797	1	0.0529745	noncoding
transcript::Pver_Sc0000334_size309671:159528-163439	82	0.29343	9.85272216797	1	0.0550425	noncoding
transcript::Pver_Sc0000334_size309671:163555-164113	39	0.4527	9.69439697266	1	0.0403935	noncoding
transcript::Pver_Sc0000334_size309671:306141-307315	20	0.3616	9.49639892578	1	0.00666216	noncoding
transcript::Pver_Sc0000334_size309671:306141-307315	20	0.3616	9.49639892578	1	0.00666216	noncoding
transcript::Pver_Sc0000334_size309671:295820-297380	66	0.32451	10.0162963867	1	0.0400486	noncoding
transcript::Pver_Sc0000334_size309671:182561-182903	66	0.29866	9.74334716797	1	0.0345454	noncoding
transcript::Pver_Sc0000335_size316371:15783-17645	114	0.32729	8.81658935547	1	0.203181	noncoding
transcript::Pver_Sc0000335_size316371:15783-17645	114	0.32729	8.81658935547	1	0.203181	noncoding
transcript::Pver_Sc0000335_size316371:15783-17645	114	0.32729	8.81658935547	1	0.203181	noncoding
transcript::Pver_Sc0000335_size316371:15783-17645	114	0.32729	8.81658935547	1	0.203181	noncoding
transcript::Pver_Sc0000335_size316371:60141-64017	75	0.29519	10.233215332	1	0.0474174	noncoding
transcript::Pver_Sc0000335_size316371:306891-308052	54	0.32813	6.00360107422	1	0.0223302	noncoding
transcript::Pver_Sc0000335_size316371:310684-313812	91	0.32314	9.82513427734	1	0.0894148	noncoding
transcript::Pver_Sc0000335_size316371:56197-56413	32	0.42597	10.7367553711	1	0.0256941	noncoding
transcript::Pver_Sc0000336_size316127:93358-94350	41	0.25667	9.65509033203	1	0.0217369	noncoding
transcript::Pver_Sc0000336_size316127:91846-99044	76	0.29343	10.9631958008	1	0.0509077	noncoding
transcript::Pver_Sc0000336_size316127:113456-114029	32	0.38777	7.93902587891	1	0.00851013	noncoding
transcript::Pver_Sc0000336_size316127:113456-115076	60	0.36333	10.4567260742	1	0.0446641	noncoding
transcript::Pver_Sc0000336_size316127:113456-115280	60	0.33911	10.4567260742	1	0.0376974	noncoding
transcript::Pver_Sc0000337_size302412:106069-111375	216	0.3439	9.30047607422	1	0.957652	coding
transcript::Pver_Sc0000337_size302412:149758-150492	58	0.35664	10.412902832	1	0.0391417	noncoding
transcript::Pver_Sc0000337_size302412:149758-154506	112	0.28695	9.36004638672	-1	0.163787	noncoding
transcript::Pver_Sc0000337_size302412:236124-238245	57	0.34774	10.8065795898	-1	0.172718	noncoding
transcript::Pver_Sc0000337_size302412:205685-206106	35	0.37089	8.19891357422	1	0.00945521	noncoding
transcript::Pver_Sc0000337_size302412:208708-209354	43	0.40366	10.6295776367	1	0.0323882	noncoding
transcript::Pver_Sc0000337_size302412:258494-258978	54	0.43126	5.95306396484	1	0.0509634	noncoding
transcript::Pver_Sc0000338_size309771:87225-92488	87	0.28562	9.73760986328	1	0.0608272	noncoding
transcript::Pver_Sc0000338_size309771:186783-188892	68	0.33422	9.30291748047	1	0.0411208	noncoding
transcript::Pver_Sc0000338_size309771:186783-188892	68	0.33422	9.30291748047	1	0.0411208	noncoding
transcript::Pver_Sc0000338_size309771:186783-191186	68	0.32213	9.30291748047	1	0.037962	noncoding
transcript::Pver_Sc0000338_size309771:190596-194801	161	0.34044	10.2487182617	1	0.615072	coding
transcript::Pver_Sc0000338_size309771:283380-285592	77	0.3634	10.4498901367	1	0.0846466	noncoding
transcript::Pver_Sc0000338_size309771:297142-299617	123	0.36672	9.54290771484	1	0.414009	noncoding
transcript::Pver_Sc0000339_size308892:285315-286363	50	0.31444	9.78167724609	1	0.0215016	noncoding
transcript::Pver_Sc0000339_size308892:43767-46683	80	0.32878	10.7991333008	1	0.0677686	noncoding
transcript::Pver_Sc0000339_size308892:59143-60166	168	0.42075	7.74432373047	1	0.9709	coding
transcript::Pver_Sc0000340_size310167:9032-10977	85	0.33289	6.52923583984	1	0.092558	noncoding
transcript::Pver_Sc0000340_size310167:11165-11861	29	0.32809	9.86724853516	1	0.0106608	noncoding
transcript::Pver_Sc0000340_size310167:147190-160772	110	0.28562	9.50689697266	1	0.112785	noncoding
transcript::Pver_Sc0000340_size310167:154133-160772	110	0.31204	9.50689697266	1	0.14466	noncoding
transcript::Pver_Sc0000340_size310167:144450-146055	50	0.33102	9.77899169922	1	0.0224677	noncoding
transcript::Pver_Sc0000340_size310167:233443-237675	98	0.29475	5.56707763672	1	0.206997	noncoding
transcript::Pver_Sc0000341_size312675:2947-5241	112	0.31873	9.20391845703	1	0.168288	noncoding
transcript::Pver_Sc0000341_size312675:5340-6518	37	0.25349	7.83453369141	-1	0.177099	noncoding
transcript::Pver_Sc0000341_size312675:5340-6639	66	0.26217	8.89666748047	-1	0.173921	noncoding
transcript::Pver_Sc0000341_size312675:5637-6518	37	0.26217	7.83453369141	-1	0.167657	noncoding
transcript::Pver_Sc0000341_size312675:300952-302006	17	0.33514	11.0003051758	1	0.00983292	noncoding
transcript::Pver_Sc0000341_size312675:1505-2758	53	0.29163	8.38397216797	1	0.0180781	noncoding
transcript::Pver_Sc0000341_size312675:104418-106220	75	0.30467	10.171081543	1	0.0488192	noncoding
transcript::Pver_Sc0000342_size311661:24725-27027	60	0.34149	7.94464111328	1	0.0259278	noncoding
transcript::Pver_Sc0000342_size311661:147914-148858	43	0.39035	9.62469482422	1	0.0231576	noncoding
transcript::Pver_Sc0000342_size311661:235430-236007	70	0.39376	8.14984130859	1	0.0696982	noncoding
transcript::Pver_Sc0000343_size306211:167769-171381	42	0.29676	6.50555419922	1	0.0119568	noncoding
transcript::Pver_Sc0000343_size306211:167769-171381	42	0.29676	6.50555419922	1	0.0119568	noncoding
transcript::Pver_Sc0000343_size306211:244320-249814	91	0.31828	9.09844970703	1	0.0828324	noncoding
transcript::Pver_Sc0000343_size306211:281438-285085	73	0.3644	8.78009033203	1	0.0619141	noncoding
transcript::Pver_Sc0000343_size306211:153150-155504	47	0.34514	9.77716064453	1	0.0212646	noncoding
transcript::Pver_Sc0000344_size308997:13469-35476	94	0.28958	10.211730957	1	0.0759087	noncoding
transcript::Pver_Sc0000344_size308997:41151-42177	48	0.35332	8.59197998047	1	0.0174778	noncoding
transcript::Pver_Sc0000344_size308997:284460-285356	32	0.31763	9.39874267578	1	0.0102514	noncoding
transcript::Pver_Sc0000344_size308997:2422-3617	66	0.36189	9.91143798828	1	0.0522736	noncoding
transcript::Pver_Sc0000345_size308850:245739-246311	40	0.33224	11.3086547852	1	0.0209009	noncoding
transcript::Pver_Sc0000346_size308307:214701-223424	150	0.30387	9.82684326172	1	0.351434	noncoding
transcript::Pver_Sc0000346_size308307:216981-223424	150	0.28411	9.82684326172	1	0.275492	noncoding
transcript::Pver_Sc0000346_size308307:216981-223424	150	0.28411	9.82684326172	1	0.275492	noncoding
transcript::Pver_Sc0000346_size308307:216981-223424	150	0.28411	9.82684326172	1	0.275492	noncoding
transcript::Pver_Sc0000346_size308307:299088-300181	47	0.32477	9.50872802734	1	0.0184601	noncoding
transcript::Pver_Sc0000346_size308307:301086-307258	128	0.29583	10.2529907227	1	0.182982	noncoding
transcript::Pver_Sc0000346_size308307:306307-306987	51	0.43643	6.80902099609	-1	0.0247665	noncoding
transcript::Pver_Sc0000346_size308307:136620-142971	73	0.2831	7.73114013672	1	0.0381046	noncoding
transcript::Pver_Sc0000346_size308307:295236-295843	84	0.44047	10.5021362305	1	0.305817	noncoding
transcript::Pver_Sc0000346_size308307:268384-269426	37	0.32395	9.59259033203	1	0.0130613	noncoding
transcript::Pver_Sc0000347_size307660:85509-121451	316	0.28562	9.63543701172	1	0.980696	coding
transcript::Pver_Sc0000347_size307660:192264-195651	80	0.35737	11.6036987305	1	0.0771231	noncoding
transcript::Pver_Sc0000347_size307660:296970-297310	28	0.3451	9.59234619141	-1	0.122637	noncoding
transcript::Pver_Sc0000348_size304882:129713-134221	103	0.33037	4.58099365234	1	0.428305	noncoding
transcript::Pver_Sc0000348_size304882:16733-18460	74	0.31129	10.2529907227	1	0.0493845	noncoding
transcript::Pver_Sc0000348_size304882:180440-180839	59	0.37926	4.70159912109	1	0.0752566	noncoding
transcript::Pver_Sc0000348_size304882:180440-184418	100	0.31829	9.73248291016	1	0.113308	noncoding
transcript::Pver_Sc0000348_size304882:243950-248064	67	0.3118	9.74505615234	1	0.0372343	noncoding
transcript::Pver_Sc0000348_size304882:4007-4310	13	0.27937	6.48699951172	-1	0.0940076	noncoding
transcript::Pver_Sc0000349_size288973:74904-80434	91	0.31596	7.96783447266	1	0.0823393	noncoding
transcript::Pver_Sc0000349_size288973:79137-80434	59	0.37072	9.50714111328	1	0.039464	noncoding
transcript::Pver_Sc0000349_size288973:148074-160304	128	0.2895	7.79522705078	1	0.249064	noncoding
transcript::Pver_Sc0000349_size288973:172225-175797	184	0.27398	6.29571533203	1	0.876013	coding
transcript::Pver_Sc0000349_size288973:286075-288494	59	0.35732	9.15802001953	1	0.032991	noncoding
transcript::Pver_Sc0000349_size288973:3744-12383	292	0.28467	9.99176025391	1	0.943754	coding
transcript::Pver_Sc0000349_size288973:1007-1318	49	0.43309	8.88995361328	1	0.0409167	noncoding
transcript::Pver_Sc0000349_size288973:124490-125750	59	0.31683	7.84564208984	1	0.0219867	noncoding
transcript::Pver_Sc0000349_size288973:148903-149997	71	0.34197	9.25628662109	1	0.0488317	noncoding
transcript::Pver_Sc0000349_size288973:151931-152349	76	0.39847	11.0399780273	1	0.119995	noncoding
transcript::Pver_Sc0000349_size288973:279705-280717	41	0.27376	8.14141845703	1	0.0130383	noncoding
transcript::Pver_Sc0000350_size305725:33824-36756	74	0.32072	9.82940673828	1	0.0499324	noncoding
transcript::Pver_Sc0000350_size305725:165771-166528	40	0.33534	9.30096435547	1	0.0136813	noncoding
transcript::Pver_Sc0000351_size305304:223351-224915	86	0.38756	7.62799072266	1	0.14384	noncoding
transcript::Pver_Sc0000351_size305304:63566-64430	36	0.47812	9.78228759766	1	0.0544437	noncoding
transcript::Pver_Sc0000351_size305304:14250-14887	97	0.42062	9.92279052734	1	0.354973	noncoding
transcript::Pver_Sc0000352_size304809:130628-141526	91	0.27207	9.25433349609	1	0.0644771	noncoding
transcript::Pver_Sc0000352_size304809:130628-142497	91	0.27207	9.25433349609	1	0.0644771	noncoding
transcript::Pver_Sc0000352_size304809:136232-136985	63	0.32575	7.61285400391	1	0.0269961	noncoding
transcript::Pver_Sc0000352_size304809:298127-301244	117	0.30387	7.67620849609	1	0.203312	noncoding
transcript::Pver_Sc0000353_size285878:114157-115009	28	0.30712	9.10284423828	1	0.00824754	noncoding
transcript::Pver_Sc0000353_size285878:115281-117580	38	0.35157	10.135559082	1	0.0167998	noncoding
transcript::Pver_Sc0000353_size285878:115281-117580	38	0.35157	10.135559082	1	0.0167998	noncoding
transcript::Pver_Sc0000353_size285878:334-609	40	0.28971	10.3037719727	1	0.0189908	noncoding
transcript::Pver_Sc0000354_size286387:59971-61493	105	0.33591	9.71710205078	1	0.162728	noncoding
transcript::Pver_Sc0000354_size286387:87277-94382	97	0.26381	9.92279052734	1	0.0756353	noncoding
transcript::Pver_Sc0000354_size286387:111786-113204	46	0.35244	11.2098999023	1	0.0263146	noncoding
transcript::Pver_Sc0000354_size286387:112598-113204	31	0.36392	8.53607177734	1	0.00812559	noncoding
transcript::Pver_Sc0000354_size286387:113848-114169	49	0.39929	7.96173095703	-1	0.0412419	noncoding
transcript::Pver_Sc0000354_size286387:132699-134240	99	0.31881	6.55535888672	1	0.154872	noncoding
transcript::Pver_Sc0000354_size286387:135750-141439	90	0.27435	10.0037231445	1	0.064963	noncoding
transcript::Pver_Sc0000354_size286387:219362-223060	148	0.31553	6.04937744141	1	0.729409	coding
transcript::Pver_Sc0000354_size286387:219362-223060	148	0.31553	6.04937744141	1	0.729409	coding
transcript::Pver_Sc0000354_size286387:43509-44216	70	0.38082	9.71966552734	1	0.0729278	noncoding
transcript::Pver_Sc0000354_size286387:88881-91621	56	0.28719	9.44390869141	1	0.0241502	noncoding
transcript::Pver_Sc0000354_size286387:89556-103311	172	0.28334	9.53521728516	1	0.434696	noncoding
transcript::Pver_Sc0000354_size286387:134518-135652	59	0.33477	10.0713500977	1	0.0335867	noncoding
transcript::Pver_Sc0000354_size286387:151095-151886	58	0.30371	7.69390869141	1	0.0206931	noncoding
transcript::Pver_Sc0000355_size303915:158948-159923	98	0.31802	9.46600341797	1	0.105772	noncoding
transcript::Pver_Sc0000355_size303915:171017-174284	186	0.40855	7.74139404297	1	0.986487	coding
transcript::Pver_Sc0000355_size303915:130956-133103	63	0.29115	9.09857177734	1	0.0280694	noncoding
transcript::Pver_Sc0000355_size303915:7694-9648	96	0.35339	9.51544189453	1	0.147497	noncoding
transcript::Pver_Sc0000355_size303915:116680-116982	39	0.42033	4.53509521484	1	0.0366926	noncoding
transcript::Pver_Sc0000356_size290842:164009-164939	32	0.37212	10.0602416992	1	0.0140331	noncoding
transcript::Pver_Sc0000356_size290842:0-312	17	0.3878	3.99884033203	1	0.00899704	noncoding
transcript::Pver_Sc0000358_size300096:0-6791	126	0.2831	8.86663818359	1	0.180742	noncoding
transcript::Pver_Sc0000358_size300096:4340-5847	56	0.30173	9.01080322266	1	0.0219231	noncoding
transcript::Pver_Sc0000358_size300096:4340-5847	56	0.30173	9.01080322266	1	0.0219231	noncoding
transcript::Pver_Sc0000358_size300096:36000-36906	72	0.39695	10.8229370117	1	0.102408	noncoding
transcript::Pver_Sc0000358_size300096:70556-71101	88	0.33392	7.81402587891	1	0.086028	noncoding
transcript::Pver_Sc0000358_size300096:178660-179851	113	0.29054	9.81903076172	1	0.124989	noncoding
transcript::Pver_Sc0000358_size300096:214540-218452	66	0.27398	9.77899169922	1	0.0352038	noncoding
transcript::Pver_Sc0000358_size300096:49713-53255	91	0.28035	9.45513916016	1	0.0657518	noncoding
transcript::Pver_Sc0000358_size300096:60607-65150	83	0.28947	9.12493896484	1	0.0527943	noncoding
transcript::Pver_Sc0000358_size300096:221760-222756	29	0.34172	10.0442504883	1	0.0113275	noncoding
transcript::Pver_Sc0000358_size300096:232309-234518	63	0.34665	10.4898071289	1	0.0440808	noncoding
transcript::Pver_Sc0000358_size300096:47586-48097	76	0.43066	6.54632568359	-1	0.0346052	noncoding
transcript::Pver_Sc0000358_size300096:198420-199234	55	0.34572	11.5923461914	1	0.0331572	noncoding
transcript::Pver_Sc0000358_size300096:241732-243133	122	0.40326	9.11407470703	1	0.590097	coding
transcript::Pver_Sc0000359_size293478:139155-142377	100	0.35379	9.34136962891	1	0.170971	noncoding
transcript::Pver_Sc0000359_size293478:76946-77800	56	0.34801	10.0746459961	1	0.0325547	noncoding
transcript::Pver_Sc0000360_size297093:176761-185128	416	0.32485	4.66802978516	1	1	coding
transcript::Pver_Sc0000360_size297093:188431-190327	87	0.3429	9.55596923828	-1	0.144675	noncoding
transcript::Pver_Sc0000360_size297093:289134-289995	61	0.30227	9.77593994141	1	0.0300167	noncoding
transcript::Pver_Sc0000360_size297093:296045-296801	44	0.41987	9.69183349609	1	0.0334322	noncoding
transcript::Pver_Sc0000360_size297093:4973-10809	63	0.2831	7.90667724609	1	0.0261551	noncoding
transcript::Pver_Sc0000360_size297093:179971-180380	64	0.43299	8.44403076172	1	0.0831313	noncoding
transcript::Pver_Sc0000360_size297093:182606-186615	181	0.38439	9.70904541016	1	0.937674	coding
transcript::Pver_Sc0000361_size297010:1690-6231	78	0.29519	9.01324462891	1	0.0455576	noncoding
